d w z t
437 5520 4 2
437 7123 9 0
437 7113 9 1
437 7752 9 1
437 7123 9 1
437 7123 9 0
437 8402 4 2
437 4297 9 1
437 7123 9 0
437 7113 9 1
437 7123 9 1
437 7881 9 1
437 7123 9 1
437 5016 9 1
437 5520 9 1
437 8257 9 1
437 7123 9 0
437 8402 9 0
437 1762 9 1
437 1762 9 1
437 7123 9 1
437 1762 9 1
437 8402 9 1
437 8402 9 0
437 8230 9 1
437 7123 9 1
437 8402 9 1
437 8402 9 0
437 7123 9 0
34 4775 7 0
34 4775 7 1
34 2481 7 0
34 5556 7 0
34 4183 7 0
34 4183 7 0
34 1926 7 1
34 4775 7 1
34 5110 7 1
34 8173 1 2
34 4180 7 0
34 4775 7 1
34 4775 7 1
34 1762 7 0
34 8582 7 0
34 8032 1 2
34 6488 7 0
34 5810 7 1
34 2471 7 0
34 4183 7 1
34 4775 7 0
34 5125 7 0
34 1497 7 0
34 5902 7 1
34 4775 7 0
34 2481 7 1
34 4775 7 0
34 7577 7 1
34 4775 7 1
34 3043 7 0
34 4775 7 1
34 4775 7 0
34 7636 7 0
34 4775 7 1
34 1908 7 0
34 4180 7 0
34 4409 7 0
34 1704 7 1
34 4775 7 0
34 4775 7 0
34 5810 7 1
34 1762 0 3
34 5810 7 1
34 4775 7 1
34 5810 7 0
34 6970 7 1
34 5931 1 2
34 4775 7 0
34 4348 7 0
34 8222 7 1
34 1511 7 1
34 1859 1 2
34 7636 7 0
34 5810 7 0
34 4775 7 1
34 4180 7 0
34 60 2 4
34 4775 7 0
34 4775 7 0
34 8222 7 0
34 4775 7 1
34 4775 7 1
34 5895 7 1
34 5110 7 1
34 4348 7 1
34 1688 1 2
34 4775 7 1
34 5810 7 1
34 4775 7 0
34 4348 7 0
34 1704 7 1
34 7484 7 1
34 5810 7 1
34 1848 1 5
34 1855 7 0
34 2481 7 0
34 3344 7 0
34 4775 7 1
34 5346 1 2
34 5220 7 0
34 3043 7 1
34 8222 7 0
34 3043 7 0
34 4775 7 0
34 2893 7 0
34 4775 7 0
34 5810 7 0
34 3043 7 0
34 1855 1 2
34 1855 1 2
34 4775 7 1
34 1688 7 1
34 2046 1 2
34 8239 7 1
34 8257 1 2
34 3043 7 0
34 5124 7 0
34 5110 7 0
34 8222 7 0
34 4348 1 2
569 1584 0 0
569 1745 0 0
569 4323 0 1
569 4320 0 0
569 1739 0 0
569 4321 0 0
569 4325 0 0
569 4288 0 0
569 1739 0 0
569 1584 0 0
569 4232 0 0
569 4324 0 0
569 4325 0 0
569 1814 0 0
569 2590 0 0
569 1739 0 1
569 7526 0 0
569 4319 0 0
569 1815 0 0
569 7530 0 0
569 1741 0 0
569 2009 0 0
569 4319 0 0
569 1739 0 1
569 4319 0 0
569 4325 0 0
569 1584 0 1
569 4325 0 0
569 4319 0 0
569 1739 0 0
569 4322 0 0
569 2589 0 0
569 1584 0 0
569 4322 0 1
569 7890 0 0
569 4319 0 0
569 7892 0 1
569 7344 0 0
569 4321 0 1
569 1743 0 1
569 4319 0 0
569 4319 0 0
569 4325 0 0
569 1589 0 0
569 1744 0 0
569 4319 0 0
569 1584 0 0
569 4325 0 0
569 1740 0 0
569 4324 0 0
569 1813 0 0
569 4319 0 1
569 7345 0 0
569 1584 0 0
569 4319 0 0
569 1584 0 0
569 1816 0 0
569 1739 0 1
569 7526 0 0
569 4322 0 0
569 1584 0 0
569 1740 0 0
569 1584 0 0
569 1584 0 0
569 4321 0 0
569 7526 0 0
569 4320 0 1
569 1584 9 2
569 1584 0 0
569 1742 0 0
569 1586 0 0
569 1584 0 0
569 4321 0 0
569 5950 3 3
569 5112 0 0
569 2184 0 0
569 6997 0 0
569 1742 0 0
569 1813 0 0
569 4319 0 0
569 4319 0 0
569 7531 0 0
569 7969 0 0
569 4325 0 0
569 4319 0 0
569 1739 0 0
569 4321 0 0
569 1739 0 1
569 1584 0 1
569 4325 0 0
569 1740 0 0
569 4226 0 0
569 1745 0 0
569 4319 0 0
569 4322 0 0
569 4321 0 1
569 7527 0 0
569 7600 0 1
569 4324 0 0
569 7528 0 0
569 7531 0 0
569 1584 0 0
569 1742 0 0
569 1739 0 1
569 7526 0 0
569 4323 0 0
569 4323 0 1
569 4324 0 0
569 4323 0 0
569 4324 0 1
569 1584 0 0
569 5110 0 1
569 1739 0 0
569 1739 0 0
569 1741 0 0
569 1584 0 0
569 1584 0 0
569 4321 0 0
569 1584 0 0
569 4898 0 1
569 4319 0 1
569 7530 0 0
569 4319 0 0
569 1741 0 1
569 1584 0 0
569 1739 0 0
569 1739 0 0
569 1584 0 0
569 4322 0 0
569 1584 0 0
569 1584 0 1
569 1744 0 0
569 4319 0 0
569 1584 0 1
569 4320 0 1
569 4321 0 1
569 1742 0 1
569 4320 0 0
569 1743 0 0
569 1739 0 0
569 1739 0 1
569 4323 0 0
569 5115 0 1
569 1742 0 0
569 1739 0 0
569 4322 0 0
569 1584 0 0
569 4324 0 1
569 1744 0 0
569 4323 9 2
569 4319 0 0
569 4325 0 1
569 1743 0 0
569 4323 0 0
569 1584 0 0
569 6994 0 0
569 4319 0 0
569 7526 0 0
569 2010 0 0
569 4319 0 0
569 4230 0 0
569 1745 0 0
569 1584 0 0
569 2008 0 0
569 1743 0 0
569 1848 0 0
569 6999 0 0
569 1739 0 0
569 4325 0 0
569 4896 0 0
569 4323 0 0
569 1584 9 2
569 1584 9 2
569 4320 0 1
569 4013 0 0
569 5661 0 0
569 1745 0 0
569 4319 0 0
569 1584 0 1
569 1584 0 0
569 4322 0 1
569 1694 0 0
569 1584 9 2
569 4226 9 2
569 4320 0 0
569 7527 0 0
569 6994 0 0
569 1584 0 0
569 1742 0 0
569 1584 0 0
569 4321 0 1
569 1745 0 0
569 4319 0 0
569 4320 0 0
569 4322 0 0
569 1584 9 2
569 1745 0 0
569 1584 0 1
569 1741 0 0
569 1584 0 0
569 4283 0 0
569 1744 0 1
569 4319 0 0
569 4319 0 0
569 4320 0 0
569 1739 0 1
569 4322 0 0
569 1584 0 1
569 1584 9 2
569 1743 0 0
569 1584 0 0
569 1742 0 1
569 1739 0 0
569 4319 0 0
569 1584 9 2
569 1742 0 0
569 1740 0 0
569 7598 0 0
569 1739 0 0
569 1739 0 0
569 1743 0 0
569 1745 0 0
569 4322 0 0
569 1688 0 0
569 7531 0 0
569 1584 0 0
569 1584 0 0
569 1584 0 0
569 4324 0 0
569 4009 9 2
569 1740 0 0
569 4319 0 0
569 4319 0 0
569 1584 0 0
569 4324 0 0
569 1741 0 0
569 4319 0 1
569 4321 0 1
569 4798 0 0
569 1584 9 2
569 1743 0 1
569 4319 0 0
569 4319 0 0
569 4319 0 0
569 1584 0 1
569 5660 0 0
569 1745 0 0
569 7528 0 0
569 4324 0 0
569 4319 9 2
569 4320 0 0
569 1854 0 0
569 4323 0 0
569 4321 0 1
569 4319 0 0
569 4897 0 0
569 4319 9 2
569 4800 0 0
569 4324 0 0
569 7891 0 0
569 5114 0 0
569 4321 9 2
569 4899 0 0
569 4319 0 0
569 4322 0 0
569 4896 0 0
569 4321 0 0
569 1742 0 0
569 5946 0 0
569 4319 0 0
569 4898 0 0
569 4325 9 2
569 4320 0 0
569 1739 0 1
569 4282 0 0
569 4323 0 0
569 1744 0 1
569 7532 0 1
569 1584 0 0
569 1739 0 0
569 1740 0 0
569 1584 0 0
569 1745 0 0
569 1739 0 0
569 1584 0 0
569 4319 0 1
569 7598 0 0
569 1739 0 0
569 1740 0 0
921 1739 3 0
921 1739 3 0
921 4284 3 0
921 5574 3 0
921 5520 3 0
921 1739 3 0
921 1740 0 5
921 1739 3 0
921 5589 3 0
921 4084 3 0
921 1739 0 4
921 5577 3 0
921 5929 3 0
921 8220 3 0
921 5589 3 0
921 1739 3 0
921 5924 3 0
921 1739 3 0
921 5589 3 0
921 4282 3 0
921 1739 3 0
921 1739 3 0
921 1763 0 4
921 1739 3 0
921 3186 3 0
921 6057 3 0
921 4288 3 0
921 1739 3 0
921 1739 3 0
921 1739 3 0
921 1739 3 0
921 4287 3 0
921 3186 3 0
921 1739 3 0
921 1739 3 0
921 5580 3 0
921 4282 3 0
921 4084 0 4
921 1739 0 4
921 4282 3 0
921 1739 3 0
921 5595 3 0
921 1739 3 0
921 1739 3 0
921 4084 3 0
921 3629 3 0
921 1739 3 0
921 2365 3 0
921 5556 3 0
921 5589 3 0
921 1739 3 0
921 5589 3 0
921 4282 3 0
921 4084 1 3
921 1739 3 0
921 1739 3 0
921 5927 3 0
921 8088 3 0
921 6834 3 0
921 5301 3 0
921 1739 3 0
921 4488 3 0
921 5520 3 0
921 4084 3 0
921 1739 3 0
921 5924 3 0
921 1739 3 0
921 4288 3 0
921 5930 3 0
921 1739 3 0
921 1739 3 0
921 1739 3 0
921 4282 3 0
921 1739 3 0
921 5216 3 0
921 5574 3 0
921 1739 3 0
921 1739 3 0
921 4282 3 0
921 5576 3 0
921 4284 3 0
921 5576 3 0
921 5582 1 6
921 5578 3 0
921 5590 3 0
921 5574 3 0
921 4283 3 0
921 1739 3 0
921 6051 3 0
921 1739 3 0
921 5557 3 0
921 4284 3 0
921 1762 0 4
921 5924 3 0
921 1739 0 4
921 1739 3 0
921 5298 3 0
921 4282 3 0
921 1739 3 0
921 1741 0 1
921 4282 3 0
921 6832 6 2
921 7130 1 6
921 1739 0 5
921 6051 3 0
921 1739 3 0
921 4287 3 0
921 1739 3 0
921 1739 3 0
921 1741 0 4
921 5298 3 0
921 5556 3 0
921 5579 3 0
921 4282 3 0
921 5299 3 0
921 1739 3 0
921 1739 3 0
921 1739 3 0
921 4282 3 0
921 4282 3 0
921 5215 3 0
921 5593 3 0
921 4285 3 0
921 5589 3 0
921 4088 3 0
921 4489 3 0
921 1739 3 0
921 4285 3 0
921 5594 3 0
921 1744 0 4
921 1739 3 0
921 4282 3 0
921 1739 3 0
921 1739 3 0
921 6833 3 0
921 1745 0 7
921 4282 3 0
921 1739 3 0
921 1748 1 3
921 3786 3 0
921 5592 3 0
921 4086 3 0
921 4282 3 0
921 5525 3 0
921 4284 3 0
921 1739 3 0
921 5589 3 0
921 5574 3 0
921 5589 3 0
921 1739 3 0
921 5558 6 2
921 5926 3 0
921 5924 3 0
921 1753 3 0
921 5574 3 0
921 5574 3 0
921 5578 3 0
921 4287 3 0
921 5593 3 0
921 1739 0 4
921 5589 3 0
921 5298 3 0
921 1739 3 0
921 1739 3 0
921 1739 3 0
921 3187 3 0
921 3625 3 0
921 1739 3 0
921 4282 3 0
921 1739 3 0
921 1739 3 0
921 1739 3 0
921 3189 3 0
921 4282 3 0
921 5589 3 0
921 5589 3 0
921 1739 3 0
921 1739 3 0
921 1739 3 0
921 5577 3 0
921 1739 3 0
921 4282 3 0
921 5301 3 0
921 3626 3 0
921 4282 3 0
921 1739 3 0
921 3358 3 0
921 1739 3 0
921 5300 3 0
921 1739 3 0
921 4282 3 0
921 2245 3 0
921 1739 0 4
921 1739 3 0
921 4282 3 0
921 5574 3 0
921 5593 3 0
921 4285 3 0
921 1742 0 4
921 1739 3 0
921 5575 3 0
921 5589 3 0
921 1744 0 4
921 1739 3 0
921 5298 3 0
921 5924 3 0
921 5926 3 0
921 1739 3 0
921 4286 3 0
921 1739 3 0
921 5579 3 0
921 1739 3 0
921 5558 3 0
921 1743 0 4
921 1739 3 0
921 8087 3 0
921 7086 3 0
921 5594 3 0
921 1739 3 0
921 4284 3 0
921 8087 3 0
921 5556 3 0
921 4282 3 0
921 5925 3 0
921 1762 6 2
921 5557 3 0
921 4283 3 0
921 8089 3 0
921 5556 3 0
921 1739 3 0
921 1739 3 0
921 1739 3 0
921 5924 3 0
921 1739 3 0
921 4286 3 0
921 4283 3 0
921 1739 0 1
921 4282 3 0
921 1739 3 0
921 5589 3 0
921 1739 3 0
726 2419 2 0
726 1688 2 0
726 60 2 0
726 60 2 0
726 60 2 0
726 2419 2 0
726 1688 2 0
726 60 2 0
726 2419 2 0
726 444 2 0
726 1688 2 0
726 60 2 0
726 1688 2 0
726 60 2 0
726 60 2 0
726 1688 2 0
726 60 2 0
726 7143 2 0
726 60 2 0
726 1721 2 0
726 7987 2 0
726 2550 2 0
726 1688 2 0
726 60 2 0
726 2550 2 0
726 60 2 0
726 1288 2 0
726 60 2 0
726 60 2 0
726 2419 2 0
726 60 2 0
726 60 2 0
726 2849 2 0
726 60 2 0
726 2419 2 0
726 2419 2 0
726 1688 2 0
726 1688 2 0
726 60 2 0
726 1688 4 1
726 5690 2 0
726 1688 2 0
726 60 2 0
726 1688 2 0
726 60 2 0
726 7492 2 0
726 2419 2 0
726 4916 2 0
726 7026 2 0
726 2419 2 0
726 60 2 0
726 2245 2 0
726 2419 2 0
726 60 2 0
726 7575 2 0
726 2419 2 0
726 5070 2 0
726 2419 2 0
726 60 2 0
726 2419 2 0
726 60 2 0
726 2419 2 0
726 2163 2 0
726 2419 2 0
726 60 2 0
726 60 2 0
726 1688 2 0
726 2550 2 0
726 60 2 0
726 1688 2 0
726 1688 4 1
726 1688 2 0
726 60 2 0
726 60 2 0
726 60 2 0
726 60 2 0
726 1688 2 0
726 2419 2 0
726 60 2 0
726 60 2 0
726 1688 2 0
726 2419 2 0
726 1288 2 0
726 60 2 0
726 60 2 0
726 60 2 0
726 60 2 0
726 60 2 0
726 8131 2 0
726 2419 2 0
726 60 2 0
726 60 2 0
726 3688 4 1
726 60 2 0
726 2550 2 0
726 60 2 0
726 60 2 0
726 1688 2 0
726 60 2 0
726 60 2 0
726 1688 2 0
726 60 2 0
726 60 2 0
726 60 2 0
726 60 2 0
726 1688 2 0
726 2419 2 0
726 2419 2 0
726 60 2 0
726 907 2 0
726 2419 2 0
726 60 2 0
726 60 2 0
726 1688 2 0
726 2550 2 0
726 60 2 0
726 2419 2 0
726 60 2 0
726 60 2 0
726 2550 2 0
726 60 2 0
726 60 2 0
726 60 2 0
726 60 2 0
726 1688 4 1
726 2550 2 0
726 60 2 0
726 60 2 0
726 60 2 0
726 2419 2 0
726 7026 2 0
726 2419 2 0
726 1688 2 0
726 1688 4 1
726 5690 2 0
726 60 2 0
726 1688 2 0
726 60 2 0
726 8491 2 0
726 60 2 0
726 60 2 0
726 60 2 0
726 60 2 0
726 5690 2 0
726 60 2 0
726 1941 2 0
726 2160 2 0
726 2550 2 0
726 1688 2 0
726 60 2 0
726 2419 2 0
726 60 2 0
726 7743 2 0
726 60 2 0
726 60 2 0
726 4916 3 2
726 1688 2 0
726 60 2 0
726 1688 2 0
726 8525 2 0
726 1688 2 0
726 60 2 0
726 2419 2 0
726 60 2 0
726 1688 2 0
10 5125 4 0
10 5520 4 0
10 3887 4 0
10 3180 4 0
10 8402 4 0
10 3887 4 0
10 3328 4 0
10 7989 4 0
10 1656 4 0
10 3328 4 0
10 3180 4 0
10 1656 4 0
10 7844 4 0
10 3328 4 0
10 4193 4 0
10 1661 4 0
10 3180 4 0
10 6930 4 0
10 3328 4 0
10 3180 4 0
10 4260 4 0
10 6654 4 0
10 3180 4 0
10 5125 4 0
10 3328 4 0
10 1656 4 0
10 5125 4 0
10 1656 4 0
10 3328 4 0
10 6351 4 0
10 1656 4 0
10 3328 4 0
10 1656 4 0
10 8402 4 0
10 5125 4 0
10 8402 4 0
10 3328 4 0
10 7572 4 0
10 3328 4 0
10 3328 4 0
10 3328 4 0
10 7989 4 0
10 3887 4 0
10 60 4 0
10 5125 4 0
10 3180 4 0
10 1656 4 0
10 1656 4 0
10 3328 4 0
10 3328 4 0
10 3887 4 0
10 1656 4 0
10 3328 4 0
10 3328 4 0
10 6351 4 0
10 3328 4 0
10 3328 4 0
10 3659 4 0
10 1656 4 0
10 4310 4 0
10 60 4 0
10 3328 4 0
10 5110 4 0
10 6349 4 0
10 1656 4 0
10 3328 4 0
10 3328 4 0
10 1656 4 0
10 4193 4 0
10 1656 4 0
10 3887 4 0
10 5125 4 0
10 3328 4 0
10 5125 4 0
10 8529 4 0
10 3180 4 0
10 8332 4 0
10 1773 4 0
10 5110 4 0
10 1656 4 0
10 5110 4 0
10 8274 4 0
10 3328 4 0
10 3180 4 0
10 1656 4 0
10 1656 4 0
10 1656 4 0
7 7109 0 6
7 1743 0 1
7 7107 0 1
7 1744 0 1
7 1742 0 0
7 1745 0 1
7 1745 0 0
7 1743 0 1
7 1740 0 1
7 7109 0 3
7 1741 0 0
7 1745 0 0
7 1745 0 0
7 1743 0 0
7 1743 0 0
7 7106 0 0
7 7106 0 1
7 7871 0 0
7 1744 0 0
7 7108 0 0
7 7866 0 0
7 7108 0 1
7 7111 0 0
7 1741 0 1
7 1742 0 0
7 7110 0 1
7 1740 0 1
7 6564 0 0
7 1740 0 1
7 1743 0 0
7 1742 0 1
7 7112 0 1
7 1744 0 3
7 1740 0 4
7 1744 0 1
7 7111 0 1
7 7111 0 1
7 7110 0 0
7 1741 0 0
7 1741 0 1
7 1740 0 4
7 1745 0 1
7 1745 0 1
7 1740 0 0
7 7111 0 2
7 1743 0 2
7 7106 0 1
7 7106 0 0
7 5466 0 1
7 1741 0 0
7 7109 0 0
7 7106 0 1
7 7107 0 4
7 1743 0 1
7 1743 0 0
7 7107 0 1
7 1741 0 0
7 1741 0 0
7 1740 0 0
7 7110 0 0
7 7870 0 0
7 1743 0 4
7 7112 0 1
7 1743 0 1
7 1744 0 1
7 1745 0 0
7 7112 0 0
7 1740 0 6
7 1745 0 3
7 1744 0 0
7 1742 0 0
7 7112 0 1
7 7109 0 4
7 7109 0 0
7 1742 0 0
7 6563 0 4
7 7109 0 0
7 1741 0 1
7 7109 0 4
7 1744 0 1
7 1744 0 0
7 1742 0 0
7 1745 0 1
7 7109 0 2
7 7110 0 0
7 1745 0 1
7 1741 0 2
7 7107 0 1
7 1744 0 1
7 1741 0 0
7 7108 0 1
7 1743 0 0
7 7106 0 4
7 1745 0 0
7 1745 0 0
7 1742 0 0
7 1743 0 2
7 1743 0 1
7 1740 0 1
7 1742 0 1
7 7111 0 0
7 7109 0 1
7 1744 0 1
7 1743 0 3
7 7107 0 0
7 7110 0 1
7 7107 0 1
7 1740 0 0
7 1741 0 0
7 1740 0 6
7 1745 0 1
7 7111 0 1
7 1744 0 0
7 1745 0 0
7 7111 0 1
7 1744 0 1
7 1744 0 0
7 7107 0 0
7 1742 0 1
7 1745 0 2
7 7108 0 0
7 7111 0 1
7 1740 0 0
7 1741 0 0
7 7107 0 0
7 1740 0 0
7 7106 0 1
7 1741 0 2
7 5468 0 3
7 7108 0 0
7 7110 0 0
7 1745 0 2
7 7106 0 0
7 4325 0 0
7 7109 0 1
7 1741 0 1
7 7107 0 1
7 7106 0 1
7 1740 0 1
7 1741 0 0
7 1743 0 0
7 1743 0 1
7 7106 0 0
7 1745 0 0
7 7106 0 0
7 1742 0 1
7 5462 0 1
7 7110 0 0
7 7106 0 1
7 1744 0 1
7 1744 0 1
7 1745 0 5
7 7109 0 2
7 1742 0 0
7 7107 0 2
7 1744 0 1
7 7112 0 1
7 1741 0 1
7 1740 0 1
7 1742 0 1
7 1741 0 4
7 1742 0 0
7 1745 0 1
7 1744 0 0
7 7110 0 0
7 5468 0 1
7 1741 0 0
7 7110 0 5
7 1740 0 0
7 1745 0 4
7 7106 0 0
7 7112 0 0
7 7112 0 1
7 1743 0 0
7 7109 0 1
7 1744 0 1
7 7107 0 1
7 1740 0 1
7 1741 0 0
7 7108 0 0
7 5466 0 0
7 1744 0 1
7 1743 0 1
7 1741 0 0
7 7106 0 0
7 1742 0 0
7 7109 0 3
7 1742 0 1
7 6565 0 1
7 1744 0 1
7 1742 0 0
7 1744 0 0
7 1740 0 1
7 1741 0 1
7 1744 0 1
7 7111 0 0
7 7106 0 0
7 1740 0 1
7 6562 0 0
7 1743 0 1
7 1745 0 4
7 7111 0 0
7 1745 0 1
7 1740 0 1
7 7112 0 0
7 1745 0 1
7 1743 0 0
7 1744 0 5
7 7106 0 1
7 7107 0 4
7 7108 0 1
7 1740 0 2
7 7108 0 1
7 7107 0 0
7 7111 0 0
7 1743 0 0
7 1740 0 1
7 1742 0 4
7 1739 0 1
7 1740 0 2
7 1744 0 1
7 1740 0 1
7 7106 0 0
7 7112 0 0
7 7112 0 1
7 7110 0 0
7 7107 0 0
7 1745 0 0
7 1740 0 1
7 4319 0 0
7 7110 0 0
7 1741 0 0
7 4321 0 0
7 1742 0 1
7 1741 0 0
7 1741 0 1
7 7108 0 0
7 7111 0 2
7 7110 0 2
7 7868 0 1
7 7112 0 0
7 7111 0 0
7 7107 0 0
7 1743 0 1
7 1743 0 0
7 7106 0 0
7 1745 0 1
7 7109 0 0
7 1740 0 0
7 7108 0 1
7 1744 0 0
7 7112 0 0
7 1740 0 0
7 1740 0 1
7 1741 0 0
7 1742 0 0
7 1740 0 1
7 7106 0 1
7 7107 0 0
7 1743 0 4
7 7109 0 1
7 1743 0 1
7 1742 0 0
7 1741 0 1
7 1742 0 0
7 7110 0 1
7 7108 0 0
7 1743 0 0
7 7106 0 0
7 7110 0 0
7 7106 0 1
7 1744 0 1
7 1742 0 1
7 7108 0 4
7 1740 0 0
7 1745 0 4
7 1744 0 4
7 1741 0 1
7 7109 0 0
7 1741 0 0
7 7107 0 0
7 7111 0 0
7 1741 0 0
7 7106 0 0
7 7111 0 1
7 7869 0 2
7 7108 0 0
7 7106 0 0
7 1745 0 2
7 1743 0 1
7 1744 0 1
7 1745 0 2
7 1740 0 1
7 7112 0 1
7 1740 0 0
7 1742 0 1
7 1745 0 0
7 1742 0 0
7 1741 0 0
7 7111 0 1
7 7110 0 1
7 7107 0 1
7 7108 0 1
7 5464 0 0
7 1745 0 4
7 7106 0 1
7 1742 0 1
7 1744 0 0
7 7112 0 2
7 1745 0 0
7 1740 0 0
7 1743 0 0
7 1741 0 0
7 1744 0 0
7 1743 0 0
7 7111 0 0
7 7107 0 0
7 1745 0 1
7 7112 0 0
7 1744 0 0
7 7107 0 0
7 7108 0 1
7 1741 0 0
7 7107 0 1
7 1745 0 0
7 7112 0 0
7 1742 0 1
7 7108 0 0
7 1742 0 0
7 7109 0 1
7 1745 0 1
7 1743 0 1
7 1742 0 1
7 7108 0 3
7 1745 0 0
7 1740 0 0
7 1743 0 0
7 7112 0 6
7 7110 0 0
7 1742 0 0
7 7110 0 0
7 1741 0 0
7 1743 0 0
7 7110 0 0
7 1741 0 0
7 1744 0 0
7 1741 0 1
7 7106 0 0
7 1744 0 0
7 1744 0 1
7 1744 0 6
7 1741 0 0
7 1743 0 0
7 7108 0 1
7 7106 0 5
7 7106 0 0
7 1742 0 1
7 1742 0 0
7 1745 0 0
7 7106 0 0
7 7106 0 1
7 1742 0 1
7 1742 0 0
7 1745 0 0
7 7111 0 0
7 7109 0 0
7 7109 0 4
7 1744 0 1
7 1744 0 0
7 7110 0 0
7 1740 0 1
7 7108 0 0
7 1745 0 0
7 7106 0 4
7 7106 0 0
7 1743 0 0
7 1742 0 1
7 1742 0 0
7 1741 0 1
7 1744 0 0
7 1742 0 2
7 7107 0 0
7 1743 0 1
7 1739 0 0
7 7111 0 0
7 1740 0 0
7 1743 0 1
7 1743 0 0
7 7110 0 0
7 5465 0 0
7 1742 0 1
7 7111 0 0
7 1741 0 0
7 1741 0 0
7 5463 0 1
7 1742 0 0
7 6566 0 1
7 1744 0 1
7 7112 0 0
7 1740 0 0
7 5462 0 1
7 1742 0 1
7 1745 0 1
7 7110 0 0
7 1740 0 1
7 1743 0 1
7 7106 0 0
592 4858 13 4
592 1739 0 3
592 1740 0 0
592 1743 0 0
592 5226 13 4
592 1745 0 0
592 1739 0 0
592 1743 0 0
592 1740 0 0
592 1739 0 0
592 1745 0 0
592 64 0 0
592 7317 13 4
592 4737 13 4
592 1740 0 0
592 1195 13 4
592 1743 0 0
592 1744 0 0
592 7515 13 4
592 64 0 0
592 1744 0 0
592 1743 0 0
592 1744 0 0
592 1739 0 0
592 1740 0 3
592 1740 0 0
592 1745 0 0
592 60 0 3
592 60 0 0
592 1742 0 0
592 1743 0 0
592 1745 0 0
592 60 0 0
592 60 0 0
592 1739 0 0
592 64 0 0
592 1739 0 0
592 1743 0 0
592 1741 0 0
592 1744 0 3
592 1195 13 4
592 1743 0 0
592 7322 13 4
592 7056 13 4
592 1745 0 0
592 3316 0 0
592 1742 0 0
592 1739 0 5
592 1739 0 0
592 60 0 0
592 1739 0 0
592 63 0 0
592 8541 13 4
592 1740 0 0
592 60 0 0
592 1740 0 0
592 1742 0 0
592 8077 13 4
592 1742 0 0
592 60 0 0
592 4054 0 1
592 1739 0 0
592 60 0 0
592 8344 0 0
592 1744 0 0
592 1739 0 0
592 1796 13 4
592 8346 0 0
592 4739 13 4
592 1741 0 0
592 1743 0 0
592 60 0 0
592 6984 0 0
592 1739 0 0
592 3466 13 4
592 60 0 0
592 1324 0 0
592 1739 0 0
592 4735 13 4
592 7028 13 4
592 7323 13 4
592 7055 13 4
592 7320 0 0
592 1745 0 0
592 60 0 0
592 1739 0 0
592 1320 13 4
592 1741 0 0
592 1741 0 0
592 1740 0 0
592 1745 0 3
592 1743 0 0
592 1797 13 4
592 60 0 0
592 1744 0 0
592 1741 0 0
592 62 0 2
592 1741 0 0
592 1794 13 4
592 1739 0 0
592 5227 13 4
592 1745 0 3
592 686 13 4
592 1743 0 0
592 1744 0 0
592 1743 0 0
592 1745 0 0
592 1743 0 0
592 1191 3 6
592 1745 0 0
592 1740 0 0
592 1741 0 0
592 1739 0 0
592 1195 13 4
592 1739 0 0
592 60 0 0
592 1739 0 0
592 1739 0 0
592 1741 0 5
592 1743 0 0
592 1742 0 0
592 4055 13 4
592 1745 0 0
592 1745 0 0
592 688 13 4
592 66 0 0
592 1739 0 0
592 60 0 0
592 1744 0 1
592 1742 0 0
592 1741 0 0
592 1741 0 0
592 3165 13 4
592 1744 0 0
592 1739 0 5
592 1325 0 0
592 1739 0 0
592 1743 0 0
592 62 0 0
592 1741 0 0
592 60 0 0
592 60 0 0
592 1740 0 2
592 60 0 0
592 1741 0 0
592 63 13 4
592 7323 13 4
592 60 0 3
592 3317 13 4
592 1740 0 0
592 1739 0 0
592 1744 0 0
592 833 13 4
592 7514 13 4
592 1189 0 0
592 1745 0 0
592 1745 0 0
592 8345 0 0
592 1745 0 0
592 4740 0 0
592 684 13 4
592 7520 0 0
592 7030 13 4
592 1741 0 0
592 1739 0 0
592 5772 3 6
592 1742 0 0
592 60 0 1
592 1743 0 3
592 1739 0 3
592 1742 0 0
592 1739 0 0
592 66 0 0
592 1739 0 0
592 1743 0 3
592 60 0 0
592 65 13 4
592 7319 13 4
592 1742 0 3
592 7057 13 4
592 1741 0 0
592 1742 0 0
592 4738 13 4
592 1740 0 0
592 1739 0 0
592 1739 0 0
592 1743 0 0
592 1739 0 0
592 1745 0 0
592 1740 0 0
592 4856 0 0
592 3468 13 4
592 1740 0 0
592 1192 13 4
592 60 0 0
592 1739 0 0
592 1745 0 0
592 60 0 0
592 1742 0 0
592 830 13 4
592 1741 0 0
592 1741 0 0
592 60 0 0
592 1742 0 0
592 1740 0 0
592 1744 0 0
592 1743 0 0
592 60 0 0
592 8076 3 6
592 6230 13 4
592 1740 0 0
592 1741 0 3
592 1189 0 0
592 1745 0 0
592 1740 0 3
592 1744 0 0
592 1191 0 0
592 1742 0 0
592 60 0 0
592 1739 0 0
592 7032 13 4
592 1743 0 0
592 60 0 0
592 60 0 0
592 1743 0 0
592 1742 0 0
592 5768 13 4
592 1742 0 0
592 1739 0 0
592 1745 0 0
592 1744 0 0
592 1741 0 0
592 60 0 0
592 60 0 0
592 1745 0 0
592 1742 0 0
592 1739 0 0
592 1739 0 0
592 1740 0 0
592 1740 0 0
592 1742 0 0
592 1744 0 0
592 1319 0 0
592 60 0 0
592 1739 0 0
592 7054 0 0
592 1740 0 0
592 1741 0 0
592 1742 0 0
592 1740 0 0
