d w z t
532 1795 0 0
532 1797 0 1
532 1799 0 1
532 1797 0 1
532 1799 0 1
532 1796 0 3
532 1800 0 3
532 1798 0 1
532 1800 0 0
532 1798 0 2
532 1795 0 2
532 1795 0 3
532 1796 0 1
532 1797 0 2
532 1796 0 1
532 1797 0 2
532 1796 0 5
532 1798 0 1
532 1797 0 2
532 1797 0 2
532 1798 0 0
532 1800 0 3
532 1797 0 3
532 1798 0 2
532 1799 0 0
532 1799 0 1
532 1797 0 3
532 1795 0 1
532 1797 0 1
532 1796 0 1
532 1799 0 1
532 1797 0 4
532 1797 0 0
532 1797 0 1
532 1798 0 3
532 1800 0 1
532 1798 0 0
532 1798 0 1
532 1797 0 1
532 1796 0 1
532 1795 0 2
532 1796 0 3
532 1800 0 5
532 1799 0 2
532 1799 0 1
532 1796 0 2
532 1797 0 1
532 1800 0 4
532 1795 0 4
532 1799 0 0
532 1800 0 6
532 1796 0 1
532 1796 0 3
532 1795 0 0
532 1800 0 3
532 1800 0 5
532 1798 0 0
532 1799 0 6
532 1798 0 1
532 1798 0 1
532 1800 0 1
532 1800 0 7
532 1796 0 1
532 1796 0 0
532 1796 0 1
532 1796 0 3
532 1795 0 0
532 1794 0 0
532 1800 0 1
532 1795 0 6
532 1796 0 1
532 1799 0 1
532 1799 0 0
532 1797 0 3
532 1799 0 2
532 1797 0 0
532 1800 0 3
532 1798 0 8
532 1797 0 2
532 1798 0 3
532 1800 0 3
532 1799 0 3
532 1799 0 3
532 1799 0 1
532 1796 0 1
532 1797 0 1
532 1796 0 1
532 1798 0 0
532 1798 0 3
532 1799 0 4
532 1795 0 3
532 1795 0 1
532 1798 0 1
532 1799 0 0
532 1800 0 1
532 1798 0 1
532 1796 0 3
532 1798 0 1
532 1800 0 2
532 1799 0 3
532 1796 0 1
532 1797 0 1
532 1800 0 2
532 1798 0 0
532 1799 0 5
532 1800 0 1
532 1795 0 1
532 1798 0 1
532 1795 0 0
532 1798 0 1
532 1800 0 1
532 1796 0 1
532 1795 0 2
532 1796 0 3
532 1797 0 1
532 1799 0 1
532 1797 0 3
532 1800 0 3
532 1800 0 5
532 1795 0 1
743 1544 5 0
743 1648 5 0
743 1575 5 0
743 1575 5 0
743 1670 5 0
743 1575 5 0
743 915 5 0
743 285 5 0
743 1442 5 0
743 1328 5 0
743 1575 5 0
743 752 5 0
743 407 5 0
743 1632 5 0
743 1632 5 0
743 1366 5 0
743 1632 5 0
743 651 5 0
743 1575 5 0
743 1055 5 0
743 1575 5 0
743 123 5 0
743 1632 5 0
743 1632 5 0
743 706 5 0
743 1044 5 0
743 1632 5 0
743 1532 5 0
743 1028 5 0
743 1575 5 0
743 1632 5 0
743 797 5 0
743 1000 5 0
743 1632 5 0
743 1303 5 0
743 1569 5 0
743 1632 5 0
743 830 5 0
743 1632 5 0
743 652 5 0
743 1632 5 0
743 330 5 0
743 1632 5 0
743 746 5 0
743 285 5 0
743 330 5 0
743 1632 5 0
743 1632 5 0
743 1675 5 0
743 1569 5 0
743 1632 5 0
743 1575 5 0
743 482 5 0
743 1564 5 0
743 1366 5 0
743 1055 5 0
743 488 5 0
743 1523 5 0
743 1632 5 0
743 1632 5 0
743 1632 5 0
743 1632 5 0
743 1632 5 0
743 804 5 0
743 1055 5 0
743 1632 5 0
743 285 5 0
743 1632 5 0
743 1632 5 0
743 1523 5 0
743 1575 5 0
743 759 5 0
743 90 5 0
743 651 5 0
743 1502 5 0
743 1632 5 0
743 759 5 0
743 1235 5 0
743 1632 5 0
743 931 5 1
743 330 5 0
743 1632 5 0
743 1632 5 0
743 1100 5 0
743 1632 5 0
646 1808 1 0
646 1808 1 0
646 1808 1 0
646 1808 1 0
646 1808 1 0
646 1808 1 0
699 1798 0 1
699 6758 0 0
699 1798 0 0
699 1798 0 1
699 3564 0 0
699 1797 0 0
699 1800 0 1
699 6760 0 1
699 1798 0 0
699 1795 0 1
699 1797 0 0
699 1798 0 6
699 1799 0 3
699 1799 0 0
699 2596 0 0
699 1797 0 0
699 1799 0 1
699 1797 0 0
699 1798 0 0
699 1798 0 0
699 1800 0 1
699 1796 0 4
699 1797 0 1
699 1798 0 0
699 1799 0 1
699 1795 0 1
699 1798 0 1
699 1797 0 0
699 1796 0 0
699 1797 0 0
699 1796 0 0
699 1800 0 0
699 1795 0 0
699 1797 0 4
699 1797 0 0
699 1797 0 0
699 1796 0 7
699 1799 0 0
699 1797 0 1
699 1795 0 0
699 1799 0 0
699 1799 0 1
699 1795 0 0
699 1799 0 0
699 1798 0 1
699 1795 0 1
699 1795 0 1
699 1795 0 1
699 1798 0 1
699 1799 0 4
699 1796 0 0
699 1800 0 0
699 1798 0 0
699 1795 0 1
699 1795 0 2
699 1797 0 1
699 1798 0 0
699 1798 0 2
699 1800 0 0
699 1798 0 0
699 1797 0 0
699 1800 0 0
699 1800 0 0
699 1795 0 0
699 1796 0 1
699 1798 0 0
699 1795 0 0
699 1800 0 4
699 1797 0 0
699 1798 0 1
699 2597 0 4
699 1798 0 0
699 4349 0 0
699 1796 0 4
699 1800 0 1
699 1798 0 0
699 2598 0 0
699 1799 0 4
699 1800 0 0
699 1796 0 0
699 1797 0 0
699 1796 0 1
699 1795 0 0
699 1799 0 7
699 1800 0 0
699 1797 0 1
699 1797 0 0
699 1800 0 1
699 1795 0 2
699 1798 0 0
699 1796 0 0
699 1800 0 0
699 1798 0 1
699 1800 0 2
699 1796 0 2
699 1800 0 2
699 1799 0 0
699 1799 0 0
699 1800 0 0
699 1795 0 0
699 1800 0 0
699 1795 0 1
699 1796 0 4
699 1797 0 0
699 1795 0 0
699 1799 0 0
699 1797 0 0
699 1799 0 2
699 1796 0 0
699 1797 0 0
699 1797 0 0
699 1797 0 0
699 1800 0 0
699 1796 0 1
699 1797 0 2
699 1799 0 2
699 1798 0 0
699 1800 0 0
699 1797 0 0
699 1798 0 2
699 1797 0 5
699 1795 0 5
699 1795 0 0
699 1797 0 0
699 1798 0 1
699 1796 0 1
699 1798 0 0
699 1798 0 6
699 1800 0 0
699 1795 0 5
699 1798 0 0
699 1798 0 0
699 1800 0 0
699 1797 0 0
699 1798 0 0
699 1796 0 0
699 1797 0 1
699 1797 0 1
699 1795 0 1
699 1795 0 5
699 1796 0 1
699 1795 0 0
699 1796 0 1
699 1798 0 1
699 1799 0 0
699 1796 0 0
699 1796 0 4
699 1800 0 0
699 1800 0 0
699 1796 0 7
699 1798 0 0
699 1800 0 1
699 1799 0 0
699 1797 0 5
699 1795 0 0
699 1797 0 1
699 1797 0 0
699 1797 0 1
699 1799 0 0
699 1799 0 1
699 1795 0 0
699 1799 0 1
699 1796 0 6
699 1799 0 1
699 3565 0 6
699 4354 0 0
699 1800 0 0
699 1797 0 0
699 1799 0 0
699 1796 0 0
699 1797 0 0
699 1795 0 0
699 1798 0 0
699 1800 0 4
699 1800 0 0
699 1800 0 1
699 1797 0 1
699 1799 0 1
699 1799 0 0
699 1798 0 0
699 1796 0 0
699 1800 0 0
699 1799 0 0
699 1799 0 2
699 1795 0 4
699 3561 0 1
699 1798 0 0
699 1798 0 1
699 1795 0 0
699 1797 0 2
699 1795 0 7
699 1799 0 1
699 1798 0 1
699 1798 0 0
699 1799 0 1
699 1795 0 2
699 1795 0 0
699 1798 0 1
699 1797 0 1
699 1795 0 1
699 1796 0 1
699 1795 0 2
699 4348 0 1
699 1796 0 1
699 1797 0 1
699 1797 0 1
699 1798 0 1
699 1799 0 0
699 1797 0 2
699 1795 0 1
699 1800 0 4
699 1799 0 0
699 1799 0 1
699 1796 0 1
699 1797 0 0
699 1799 0 0
699 1798 0 0
699 1798 0 0
699 1798 0 1
699 1797 0 0
699 1796 0 1
699 1799 0 0
699 1798 0 7
699 1799 0 2
699 1800 0 0
699 1798 0 0
699 1798 0 0
699 1797 0 1
699 1798 0 0
699 1890 0 0
699 1798 0 0
699 1800 0 1
699 1795 0 1
699 1796 0 0
699 1796 0 0
699 1800 0 0
699 1796 0 1
699 1798 0 0
699 1796 0 0
699 1795 0 0
699 1800 0 0
699 1795 0 1
699 1800 0 0
699 1799 0 0
699 1797 0 0
699 1795 0 1
699 1796 0 1
699 1798 0 1
699 1799 0 1
699 1800 0 0
699 1798 0 1
699 1799 0 0
699 1795 0 1
699 1795 0 0
699 1795 0 5
699 1796 0 3
699 3562 0 1
699 1798 0 1
699 1795 0 1
699 1798 0 1
699 1797 0 0
699 1796 0 0
699 1796 0 0
699 1797 0 0
699 1799 0 0
699 2595 0 1
699 1800 0 0
699 1798 0 0
699 1800 0 0
699 1799 0 1
699 1795 0 0
699 1796 0 0
699 1797 0 1
699 1796 0 0
699 1800 0 0
699 1795 0 6
699 1797 0 0
699 1800 0 1
699 1800 0 0
699 1799 0 0
699 1799 0 0
699 1798 0 0
699 1799 0 1
699 3560 0 1
699 6753 0 0
699 2599 0 0
699 1797 0 1
699 1800 0 0
699 1797 0 0
699 1796 0 1
699 1798 0 0
699 1800 0 1
699 1795 0 0
699 1798 0 0
699 1795 0 0
699 6756 0 0
699 1799 0 0
699 1797 0 1
699 1796 0 1
699 1794 0 0
699 1800 0 0
699 1795 0 0
699 1797 0 0
699 1798 0 2
699 1799 0 1
699 1795 0 0
699 1795 0 0
699 1800 0 0
699 1800 0 5
699 1800 0 0
699 1797 0 4
699 1798 0 0
699 1799 0 1
699 1796 0 1
699 1795 0 1
699 1796 0 1
699 1795 0 0
699 1889 0 1
699 1799 0 4
699 1795 0 0
699 1799 0 1
699 1795 0 2
699 1796 0 0
699 1796 0 1
699 1796 0 0
699 1796 0 0
699 1799 0 0
699 1798 0 6
699 1799 0 1
699 1799 0 4
699 1795 0 0
699 1796 0 1
699 2600 0 0
699 1796 0 1
699 6755 0 0
699 1798 0 5
699 1798 0 0
699 1798 0 0
699 1799 0 0
699 1799 0 0
699 1797 0 1
699 1800 0 1
699 1795 0 1
699 1796 0 0
699 1796 0 2
699 1800 0 0
699 1799 0 0
699 1799 0 1
699 1799 0 4
699 4351 0 0
699 1796 0 0
699 1799 0 0
699 1795 0 0
699 1798 0 0
699 1796 0 0
699 1796 0 0
699 1796 0 0
699 1797 0 1
699 1798 0 0
699 1796 0 1
699 1799 0 0
699 1796 0 1
699 1798 0 0
699 1795 0 1
699 1799 0 4
699 1795 0 1
699 1799 0 1
699 1797 0 1
699 1795 0 1
699 1797 0 1
699 1797 0 1
699 1800 0 3
699 1798 0 0
699 1800 0 0
699 1797 0 4
699 1799 0 1
699 1797 0 0
699 1798 0 1
699 1800 0 0
699 4350 0 4
699 1799 0 0
699 1797 0 0
699 1888 0 0
699 1795 0 1
699 1800 0 5
699 1800 0 4
699 1798 0 0
699 1799 0 1
699 1795 0 1
699 1796 0 0
699 1798 0 1
699 1796 0 1
699 1799 0 2
699 1800 0 1
699 1799 0 0
699 1797 0 1
699 1795 0 0
699 1799 0 5
699 1797 0 0
699 1798 0 1
699 1798 0 0
699 1796 0 1
699 1800 0 1
699 1798 0 1
699 1796 0 0
699 1797 0 6
699 1800 0 0
699 1797 0 1
699 1796 0 0
699 1799 0 1
699 1797 0 1
699 1799 0 0
699 1800 0 0
699 1798 0 0
699 1800 0 0
699 1800 0 2
699 1796 0 0
699 1797 0 0
699 1795 0 0
699 1796 0 0
699 1798 0 0
699 1795 0 7
699 1795 0 0
699 1799 0 4
699 1797 0 0
699 1796 0 0
699 1796 0 0
699 1798 0 1
699 1800 0 4
699 1798 0 0
699 1800 0 0
699 1799 0 0
699 1795 0 0
699 1797 0 2
699 1800 0 1
699 1796 0 1
699 1796 0 0
699 1800 0 0
699 3559 0 0
699 1797 0 4
699 1797 0 0
699 4353 0 0
699 1800 0 0
699 1798 0 5
699 1798 0 0
699 1796 0 0
699 1796 0 0
699 1796 0 1
699 1796 0 0
699 1795 0 1
699 1799 0 1
699 1799 0 1
699 1800 0 0
699 1800 0 0
699 1800 0 0
699 1795 0 4
699 3563 0 0
699 1800 0 2
699 1795 0 1
699 1800 0 0
699 1796 0 1
699 1796 0 5
699 1799 0 0
699 1795 0 0
699 1795 0 1
699 1795 0 0
699 1796 0 1
699 1797 0 1
699 1800 0 0
699 1795 0 1
699 1796 0 0
699 1800 0 4
699 1799 0 0
699 1795 0 1
699 1795 0 0
699 1795 0 0
699 1796 0 0
699 1887 0 5
699 1797 0 3
699 1800 0 2
699 6757 0 1
699 1795 0 0
699 1800 0 5
699 1799 0 1
699 1799 0 5
699 1798 0 5
699 1795 0 1
699 1795 0 0
699 1799 0 0
699 1799 0 3
699 1798 0 0
699 1799 0 4
699 1797 0 4
699 1798 0 1
699 1795 0 0
699 1800 0 4
699 6759 0 4
699 1799 0 1
699 1799 0 2
699 1796 0 1
699 1799 0 1
699 1796 0 0
699 1800 0 0
699 1800 0 4
699 1797 0 1
699 1796 0 0
699 1799 0 0
699 1800 0 0
699 1795 0 1
699 1800 0 0
699 1796 0 1
699 1798 0 0
699 1795 0 0
699 1795 0 1
699 1796 0 0
699 1797 0 1
699 1800 0 0
699 1795 0 1
699 1797 0 1
699 1799 0 0
699 1798 0 1
699 1796 0 0
699 1800 0 1
699 1798 0 0
699 1796 0 0
699 1796 0 6
699 1798 0 0
699 1798 0 0
699 1800 0 0
699 1795 0 0
699 1797 0 0
699 1796 0 4
699 1797 0 1
699 1797 0 0
699 1795 0 1
699 1797 0 1
699 1797 0 0
699 1799 0 0
699 1797 0 4
699 1798 0 1
699 1797 0 0
699 1800 0 7
699 1796 0 1
699 1800 0 0
699 1800 0 1
699 1797 0 0
699 1795 0 0
699 1795 0 0
699 1800 0 1
699 1799 0 0
699 1799 0 0
699 1800 0 6
699 1799 0 1
699 1796 0 0
699 1795 0 0
699 1797 0 0
699 1797 0 0
699 1796 0 2
699 1795 0 0
699 4352 0 1
699 1800 0 0
699 1796 0 0
699 1798 0 0
699 1799 0 0
699 1798 0 4
699 2601 0 0
699 1798 0 1
823 373 1 0
823 373 1 0
823 373 1 0
823 283 1 0
823 1047 1 0
823 1051 1 0
823 1051 1 0
823 1046 1 0
823 1235 1 0
823 257 1 0
823 284 1 0
823 713 1 0
823 1172 1 0
823 1047 1 0
823 90 1 0
823 713 1 0
823 1428 1 0
823 233 1 1
823 373 1 0
823 1047 1 0
823 1047 1 0
823 1047 1 0
823 1047 1 0
823 283 1 0
823 713 1 0
823 421 1 1
823 373 1 0
823 246 1 1
823 1046 1 0
823 1051 1 0
823 590 1 0
823 435 1 0
823 1047 1 0
823 590 1 0
823 1055 1 0
823 292 1 0
823 588 1 0
823 713 1 0
823 639 1 0
823 1055 1 0
823 90 1 0
823 790 1 0
823 1303 1 0
823 1235 1 0
823 1235 1 0
823 330 1 0
823 1178 1 1
823 1051 1 0
823 590 1 0
823 713 1 0
823 1051 1 0
823 283 1 0
823 713 1 0
823 588 1 0
823 246 1 0
823 1215 1 0
823 713 1 0
823 1051 1 0
823 590 1 0
823 435 1 1
823 1047 1 0
823 1046 1 0
823 713 1 0
823 1180 1 0
823 1047 1 0
823 168 1 0
823 1055 1 0
823 1046 1 0
823 1047 1 1
823 1047 1 0
823 246 1 0
823 616 1 0
823 90 1 0
823 1047 1 0
823 638 1 0
823 1235 1 0
823 1047 1 0
823 590 1 1
823 1235 1 0
823 90 1 0
823 1451 1 0
823 1046 1 0
823 590 1 0
823 590 1 0
823 1047 1 0
823 590 1 1
823 90 1 0
823 1235 1 0
823 90 1 0
823 1052 1 0
823 1197 1 0
823 590 1 0
823 373 1 0
823 284 1 0
823 1235 1 0
823 1055 1 0
823 1235 1 0
823 435 1 0
823 373 1 0
823 588 1 0
823 589 1 0
823 152 1 0
823 1235 1 0
137 7909 3 0
137 4644 3 0
137 1801 3 2
137 1792 3 0
137 4331 3 0
137 4331 3 0
137 6302 3 0
137 4946 3 0
137 6302 3 0
137 3376 3 0
137 7909 3 0
137 6140 3 0
137 7909 3 1
137 8134 3 0
137 6525 3 1
137 6140 3 2
137 6302 3 0
137 3376 3 0
137 1801 3 0
137 6995 3 0
137 6140 3 0
137 1801 3 0
137 1801 3 0
137 1801 3 0
137 1801 3 0
137 6140 3 0
137 1801 3 0
137 6140 3 0
137 6140 3 0
137 6995 3 1
137 6525 3 0
137 4331 3 0
137 8134 3 0
137 7909 3 0
137 6663 3 0
137 6910 3 0
137 6302 3 0
137 6663 3 0
137 1801 3 0
137 4587 3 2
137 1801 3 0
137 6140 3 1
137 4331 3 1
137 8134 3 0
137 6525 3 0
137 4331 3 0
137 1801 3 1
137 6140 3 0
137 4347 3 0
137 1801 3 0
137 5638 3 0
137 6140 3 0
137 3376 3 0
137 6663 3 0
137 1801 3 0
137 6663 3 0
137 1801 3 0
137 3242 3 0
137 1801 3 1
137 1801 3 0
137 7031 3 0
137 1801 3 0
137 6140 3 0
137 6140 3 0
137 6663 3 2
137 6140 3 0
137 6140 3 0
137 1801 3 0
137 6140 3 0
137 1801 3 0
137 1801 3 0
137 3962 3 0
137 6663 3 0
137 4861 3 0
137 6068 3 0
137 6302 3 0
137 1801 3 1
137 1801 3 1
137 1801 3 0
137 4946 3 2
137 6525 3 0
137 1801 3 0
137 6663 3 1
137 1801 3 0
137 3242 3 0
137 8134 3 0
137 1801 3 2
137 1801 3 0
137 1801 3 0
137 6140 3 1
137 5469 3 1
137 3242 3 0
137 1801 3 0
137 6525 3 0
137 1801 3 0
137 6525 3 0
137 1801 3 0
137 6302 3 0
585 6826 4 0
585 6826 4 0
585 6826 4 1
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 90 1 3
585 6826 4 0
585 6826 4 0
585 6826 4 2
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 90 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 90 4 0
585 6826 4 0
585 6826 4 1
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 1
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 2
585 6826 4 1
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 1
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
585 6826 4 0
867 1801 3 0
867 1801 3 0
709 3759 7 0
709 3364 7 0
709 6061 7 0
709 2827 7 1
709 3461 7 0
709 4437 7 0
709 7371 7 0
709 6249 7 0
709 2827 7 1
709 6262 7 0
709 3853 7 0
709 6730 7 0
709 3226 3 2
709 5310 7 1
709 6249 7 0
709 6912 7 0
709 5031 7 0
709 5353 7 0
709 3832 7 0
709 3418 7 0
709 4312 7 0
709 3466 7 0
709 4681 7 0
709 3759 7 0
709 7371 7 0
709 8030 7 0
709 5012 7 0
709 7370 7 0
709 7902 7 1
709 7371 7 0
709 3466 7 1
709 5621 3 2
709 7371 7 0
709 4536 7 1
709 5614 7 1
709 6912 7 0
709 4937 7 0
709 6262 7 0
709 6852 7 0
709 3853 7 0
709 2100 7 0
709 3364 7 0
709 3788 3 2
709 2699 7 0
709 2207 7 0
709 4456 7 0
709 5310 7 0
709 3935 7 0
709 7902 7 0
709 3466 7 0
709 2682 7 0
709 3759 7 1
709 4937 7 0
709 5883 7 1
709 4191 3 3
709 6912 7 1
709 3759 7 1
709 3935 7 0
709 3759 7 0
709 6289 7 0
709 6255 7 0
709 3006 7 1
709 6854 7 1
709 3461 7 1
709 5031 7 1
709 3832 7 0
709 4437 7 0
709 3853 7 1
709 4312 7 0
709 6912 7 0
709 4937 7 1
709 3759 7 0
709 7847 7 0
709 6912 7 0
709 3219 7 1
709 6195 7 1
709 6249 7 1
709 5749 7 0
709 7902 7 1
709 4074 7 0
709 3909 7 1
709 6289 7 0
709 3742 7 0
709 4797 7 1
709 6852 7 0
709 6854 7 1
709 2490 3 2
709 4456 3 2
709 4312 7 0
709 5048 7 1
709 5883 7 0
709 3832 7 0
709 5064 7 0
709 5064 7 1
709 6195 7 0
709 6195 7 1
709 3909 7 1
709 5749 3 2
186 6826 4 0
186 6826 4 2
186 2844 4 0
186 6826 4 0
186 6863 4 4
186 6826 4 0
186 6826 4 0
186 6863 4 0
186 6826 4 0
186 6826 4 0
186 6826 4 0
186 6826 4 0
186 6826 4 0
186 6826 4 0
186 6863 4 6
186 6863 4 0
186 6826 4 0
186 6826 4 0
186 6863 4 0
186 6826 4 5
186 6826 4 0
186 6826 4 4
186 6826 4 0
186 6826 4 0
186 6863 4 0
186 6826 4 0
186 6863 4 0
186 6826 4 4
186 6863 4 6
186 6826 4 4
186 6826 4 0
186 6826 4 0
186 6826 4 0
186 6863 4 0
186 6826 4 0
186 6826 4 0
186 6826 4 0
186 6826 4 0
186 6863 4 0
186 6826 4 0
186 6826 4 6
186 6863 4 0
186 6826 4 3
186 6826 4 0
186 6826 4 0
186 6826 4 0
186 6826 4 0
186 6826 4 0
186 6826 4 1
186 6826 4 4
186 6863 4 0
186 6826 4 0
186 6826 4 0
186 6826 4 0
186 6863 4 0
186 6826 4 0
186 6826 4 5
186 6826 4 3
186 1801 4 6
186 6863 4 2
186 6863 4 4
186 6826 4 0
186 6826 4 0
186 6863 4 4
186 6826 4 0
186 6826 4 0
186 6826 4 0
186 6826 4 0
186 6826 4 0
186 6826 4 0
186 6826 4 0
186 6826 4 0
186 6826 4 3
186 6863 4 4
186 6826 4 6
186 6826 4 3
186 6826 4 0
186 6826 4 0
186 6826 4 3
186 6826 4 0
186 6826 4 3
186 6826 4 0
186 6826 4 5
186 6826 4 5
186 6826 4 0
186 6826 4 0
186 6863 4 4
186 6863 4 0
186 6863 4 0
186 6826 4 0
186 6863 4 0
186 6826 4 0
186 6826 4 0
186 6826 4 5
186 6826 4 0
186 6863 4 0
186 6863 4 3
186 6826 4 0
186 6826 4 0
205 2505 0 3
205 1799 0 3
205 1797 0 2
205 1796 0 2
205 1797 0 2
205 1800 0 2
205 1796 0 2
205 1796 0 1
205 1795 0 2
205 1796 0 2
205 1800 0 2
205 1796 0 3
205 1797 0 1
205 1798 0 1
205 1798 0 4
205 1798 0 2
205 1797 0 0
205 1797 0 1
205 1797 0 2
205 1798 0 2
205 1798 0 3
205 1795 0 2
205 1795 0 1
205 1799 0 2
205 1796 0 2
205 1796 0 2
205 1796 0 3
205 1795 0 3
205 1800 0 2
205 1794 0 3
205 1800 0 2
205 1797 0 3
205 1797 0 3
205 1800 0 2
205 1796 0 0
205 1798 0 3
205 1798 0 1
205 1798 0 2
205 1797 0 1
205 1795 0 2
205 1798 0 3
205 1798 0 2
205 1794 0 2
205 1800 0 0
205 1800 0 0
205 1800 0 2
205 1800 0 3
205 1796 0 2
205 1799 0 3
205 1795 0 3
205 1797 0 4
205 1800 0 2
205 1794 0 2
205 1799 0 2
205 1796 0 0
205 1798 0 2
205 1796 0 1
205 1800 0 1
205 1796 0 2
205 1797 0 2
205 1798 0 3
205 1795 0 2
205 1796 0 3
205 1797 0 2
205 1800 0 3
205 1795 0 2
205 1798 0 1
205 1800 0 2
205 1797 0 2
205 1796 0 2
205 1799 0 3
205 1797 0 2
205 1799 0 4
205 1795 0 2
205 1797 0 2
205 1797 0 2
205 1798 0 2
205 1798 0 1
205 1794 0 1
205 1798 0 0
205 1794 0 2
205 1799 0 2
205 1798 0 3
205 1795 0 2
205 1799 0 3
205 1796 0 2
205 1796 0 1
205 1798 0 3
205 1796 0 0
205 1797 0 0
205 1795 0 0
205 1795 0 2
205 1795 0 3
205 1800 0 2
205 1795 0 2
205 1796 0 1
205 1798 0 2
205 1798 0 2
205 1794 0 2
205 1795 0 0
205 1795 0 2
205 1799 0 2
205 1796 0 0
205 1798 0 1
205 1800 0 2
205 1797 0 0
205 1799 0 3
205 1795 0 3
205 1800 0 2
205 1798 0 2
205 1799 0 2
205 1795 0 3
205 1797 0 2
205 1797 0 1
205 1795 0 2
205 1800 0 2
205 1797 0 0
205 1799 0 2
205 1796 0 4
205 1796 0 2
205 1799 0 2
205 6191 0 2
205 1796 0 2
205 1796 0 2
205 1795 0 2
205 1797 0 3
205 1794 0 1
205 1796 0 2
205 1795 0 2
205 1798 0 2
205 1799 0 3
205 1797 0 4
205 1799 0 2
205 1799 0 1
205 1799 0 0
205 1800 0 2
205 1795 0 2
205 1800 0 1
205 1794 0 0
205 1799 0 1
205 1796 0 2
205 1800 0 2
205 1800 0 1
205 1796 0 1
205 1800 0 3
205 1797 0 2
205 1800 0 2
205 1795 0 2
205 7748 0 0
205 1798 0 1
205 1797 0 2
205 2506 0 2
205 1797 0 2
205 1794 0 2
205 1794 0 1
205 1795 0 2
205 1797 0 2
205 1797 0 1
205 1799 0 2
205 1794 0 3
205 1796 0 4
205 6188 0 4
205 1794 0 2
205 1795 0 1
205 7747 0 0
205 1796 0 2
205 1794 0 2
205 1798 0 2
205 1797 0 2
205 1798 0 2
205 1799 0 0
205 1796 0 1
205 1794 0 2
205 1796 0 1
205 1795 0 2
205 1796 0 2
205 1795 0 3
205 1797 0 2
205 1798 0 2
205 1794 0 2
205 1795 0 1
205 2511 0 2
205 1800 0 1
205 1795 0 2
205 1796 0 3
205 1795 0 2
205 1797 0 2
205 1798 0 3
205 1795 0 2
205 1795 0 0
205 1798 0 2
205 1797 0 2
205 1796 0 3
205 6189 0 1
205 1800 0 2
205 1796 0 4
205 1797 0 2
205 1796 0 2
205 1795 0 2
205 1796 0 1
205 1797 0 1
205 1797 0 4
205 1798 0 2
205 1795 0 2
205 1797 0 1
205 1798 0 2
205 1796 0 1
205 1794 0 1
205 1797 0 2
205 1798 0 1
205 1795 0 2
205 1800 0 2
205 1797 0 2
205 1796 0 2
205 1799 0 4
205 1797 0 0
205 1799 0 2
205 1800 0 0
205 1798 0 2
205 1795 0 2
205 1797 0 1
205 1795 0 1
205 1800 0 2
205 1800 0 2
205 1794 0 1
205 1799 0 2
205 1798 0 0
205 1796 0 2
205 1800 0 2
205 1796 0 4
205 1800 0 1
205 1799 0 2
205 1799 0 3
205 1798 0 2
205 1795 0 1
205 1794 0 1
205 1796 0 3
205 1796 0 4
205 1800 0 2
205 1800 0 2
205 1799 0 2
205 1799 0 3
205 1800 0 2
205 1798 0 4
205 1798 0 2
205 1800 0 0
205 1797 0 2
205 1794 0 2
205 1798 0 3
205 1796 0 2
205 1798 0 2
205 1799 0 0
205 1798 0 2
205 1800 0 0
205 1795 0 2
205 1795 0 2
205 1795 0 3
205 1798 0 3
205 1797 0 2
205 1794 0 2
205 1799 0 2
205 1797 0 3
205 1794 0 0
205 1795 0 1
205 1800 0 0
205 1795 0 2
205 1796 0 0
205 1800 0 2
205 1800 0 2
205 1796 0 3
205 1800 0 1
205 1797 0 0
205 1794 0 2
205 1799 0 1
205 1797 0 2
205 1800 0 2
205 1799 0 2
205 1799 0 0
205 7750 0 3
205 1797 0 0
205 1794 0 2
205 1799 0 2
205 1798 0 2
205 1796 0 2
